x	MP_E25_2B_DY20	MP_E29_1B_DY20	MP_E31_1B_DY20	MP_E33_1B_DY20	MP_E27_2B_DY20	MP_E35_1B_DY20	MP_E37_1B_DY20	MP_E71_1B_DY20	MP_E294_1B_NO20	MP_E40_1B_DY20	MP_E290_2B_NO20	MP_E42_1B_DY20	MP_E288_1B_NO20	MP_E46_1B_DY20	MP_E296_1B_NO20	MP_E44_DY20	MP_E298_1B_NO20	MP_E300_2B_NO20	MP_E268_1B_NO20	MP_E266_2B_NO20	MP_E48_1B_DY20	MP_E264_1B_NO20	MP_E50_1B_DY20	MP_E262_1B_NO20	MP_E260_2B_NO20	MP_E52_1B_DY20	MP_E258_2B_NO20	MP_E54_2B_DY20	MP_E63_1B_DY20	MP_E61_1B_DY20	MP_E59_1B_DY20	MP_E236_1B_NO20	MP_E57_1B_DY20	MP_E65_1B_DY20	MP_E256_1B_NO20	MP_E254_NO20	MP_E252_2B_NO20	MP_E67_1B_DY20	MP_E248_2B_NO20	MP_E69_1B_DY20	MP_E246_1B_NO20	MP_E244_2B_NO20	MP_E26_1B_DY20	MP_E30_1B_DY20	MP_E32_1B_DY20	MP_E34_1B_DY20	MP_E28_1B_DY20	MP_E36_2B_DY20	MP_E38_1B_DY20	MP_E72_1B_DY20	MP_E293_1B_NO20	MP_E39_1B_DY20	MP_E289_2B_NO20	MP_E43_1B_DY20	MP_E287_1B_NO20	MP_E47_1B_DY20	MP_E295_1B_NO20	MP_E45_1B_DY20	MP_E297_1B_NO20	MP_E299_1B_NO20	MP_E271_1B_NO20	MP_E267_1B_NO20	MP_E49_2B_DY20	MP_E263_2B_NO20	MP_E51_1B_DY20	MP_E261_1B_NO20	MP_E259_1B_NO20	MP_E53_2B_DY20	MP_E257_1B_NO20	MP_E55_1B_DY20	MP_E64_1B_DY20	MP_E62_1B_DY20	MP_E60_1B_DY20	MP_E235_1B_NO20	MP_E58_2B_DY20	MP_E66_1B_DY20	MP_E255_1B_NO20	MP_E253_NO20	MP_E251_1B_NO20	MP_E68_1B_DY20	MP_E247_1B_NO20	MP_E70_1B_DY20	MP_E245_1B_NO20	MP_E243_1B_NO20
ASV_367	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	69	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	68	0	0	0	0	0	0	93	8	15	0	0	0	0	0	22	32	40	45	0	17	0	0	0	18	0	0	0	5
ASV_368	0	0	0	0	0	0	0	24	0	0	0	26	0	0	0	0	0	0	0	0	0	0	90	0	0	52	0	28	0	0	0	0	0	5	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	40	0	0	0	0	8	4	0	0	0	0	0	1	14	0	141	0	0	0	0	18	0	0	0	0	0	21	0	0	0	0	0	0	0	0
ASV_369	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV_370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	32	0	25	7	0	0	0	0	0	6	0	0	0	0	0	0	20	3	0	0	0	0	0	28	251	13	0	0	0	0	10	3	34	13	14	0	0
ASV_371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	25	4	0	0	25	0	41	30	4	38	20	0	14	54	23	14	59	51	38	27
ASV_372	0	0	0	0	0	0	58	0	0	124	0	8	1	0	0	0	0	0	0	0	8	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	6	0	0	22	2	0	135	0	45	0	27	0	0	0	0	0	9	0	0	0	0	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_373	0	0	0	0	0	0	0	10	7	0	0	36	0	0	15	86	0	0	0	4	29	0	0	10	0	33	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	9	105	0	30	0	0	0	0	0	0	0	0	0	0	0	27	5	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_374	4	40	29	160	0	0	0	11	5	4	0	25	0	0	21	11	6	0	0	0	0	3	0	0	0	69	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	33	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_375	0	0	0	0	0	0	23	22	0	43	4	10	0	9	0	0	0	0	0	51	45	29	0	16	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	23	6	27	0	18	0	49	1	0	0	0	0	0	0	0	0	23	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_376	0	0	0	0	0	0	0	0	9	0	0	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	44	0	0	0	11	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	14	90	7	0	0	0	7	46	10	12	26	136	11	0
ASV_377	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_378	3	10	12	2	12	0	0	6	0	0	0	0	7	0	0	0	0	8	0	6	11	18	0	4	9	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	45	27	27	38	8	0	55	17	7	0	17	0	0	0	9	0	0	8	0	28	6	0	4	0	1	4	9	3	0	0	0	10	0	6	0	0	3	0	0	0	0	3
ASV_379	0	0	0	13	15	0	8	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	27	0	0	50	29	0	0	7	23	43	0	0	23	0	4	0	0	0	0	33	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	20	0	0	0	35	9	0	0	51	0	0	13	0
ASV_380	0	0	0	0	40	0	0	0	0	6	0	0	3	0	0	13	0	16	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	12	44	23	0	16	27	0	0	14	0	32	0	32	5	5	0	0	0	0	19	0	18	0	0	0	0	0	25	8	4	0	8	0	0	0	0	11	3	34	0	0
ASV_381	62	0	189	52	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	59	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_382	0	0	0	0	0	0	0	22	0	0	0	51	0	24	0	42	2	0	0	0	14	0	0	0	0	33	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	15	54	0	65	0	61	0	2	0	0	4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	52	0	143	22	0	50	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0
ASV_384	0	7	0	19	12	0	9	0	1	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	18	104	46	0	0	9	3	5	0	0	0	0	0	3	0	9	0	10	8	3	32	6	53	0	23	11	25	0	0	0	0	6	0	0	0	0	0	0	6	0	0
ASV_385	88	18	9	31	0	0	11	12	3	0	19	5	0	0	8	0	12	0	4	26	13	31	0	21	47	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	28	0	0	0	0	0	14	0	2	13	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_386	0	0	0	0	0	75	58	0	0	39	0	0	5	7	0	18	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	22	0	25	0	0	0	29	0	40	0	0	2	3	2	0	0	1	0	28	1	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_387	0	112	32	207	0	6	0	0	1	2	0	0	9	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	8	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_388	0	0	0	4	0	0	0	0	0	12	0	0	0	0	0	49	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	5	0	55	0	52	0	0	0	0	1	0	41	0	114	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_389	0	0	11	24	0	140	0	0	0	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	10	0	0	83	27	0	0	0	30	0	23	0	0	0	0	0	0	0	0	0	10	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	0	0	0	2	0	0
ASV_390	18	9	0	0	0	0	0	0	0	10	3	20	0	0	0	0	0	0	0	1	14	0	39	0	3	15	0	44	0	0	10	0	48	10	9	0	0	0	27	17	0	0	0	0	0	0	0	2	0	0	0	20	0	13	5	6	0	30	0	0	0	0	0	0	12	0	0	13	14	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV_391	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	29	33	0	64	0	0	0	0	21	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	18	86	0	0	56	0	0	0	0	0	0	16	0	0
ASV_392	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	22	0	44	0	0	0	0	22	0	0	33	43	0	32	20	20	0	24	48	7	40
ASV_393	0	48	27	24	0	8	0	0	0	20	0	11	8	0	7	0	0	22	0	0	16	0	0	1	6	12	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	40	0	9	0	9	29	9	0	0	0	9	14	0	0	20	0	0	6	13	14	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_395	0	23	110	249	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_396	6	15	8	33	0	26	18	34	0	25	0	43	0	0	3	12	0	0	0	0	10	0	19	0	0	18	0	8	10	0	0	0	21	3	0	0	0	0	4	0	5	11	5	0	0	0	0	0	16	0	0	35	0	11	0	0	0	0	0	6	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_397	0	0	0	0	10	0	0	0	0	0	21	0	0	0	0	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	11	76	15	21	15	5	0	53	0	0	0	78	0	61	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_398	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	32	0	0	4	0	0	0	0	0	0	0	0	16	0	0	0	0	0	34	0	13	0	0	0	0	49	0	0	0	0	0	0	18	0	13	0	0	0	0	0	5	23	0	0	81	2	0	0	1	0	8	74	0	3
ASV_399	0	8	8	1	0	7	0	0	0	17	8	0	38	0	0	0	3	52	1	0	4	3	18	0	0	0	0	0	5	0	20	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	9	21	30	11	0	0	6	36	14	0	0	0	21	1	2	10	38	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_400	0	23	39	66	0	0	0	0	3	0	18	0	0	0	14	0	0	0	0	0	63	0	0	3	3	14	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	17	0	0	12	0	0	0	0	0	0	0	9	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_401	0	0	0	0	0	0	0	27	0	0	9	98	10	0	0	0	0	4	0	0	20	0	0	0	0	129	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	18	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_402	0	46	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	59	0	0	0	27	0	27	1	0	19	111	0	15	7	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	13	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	194	0	0	47	0	0	0	0	6	0	0	0	0
ASV_404	0	0	0	0	0	0	0	0	6	0	12	0	4	0	0	0	0	0	0	64	32	98	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	18	0	1	0	26	22	0	0	3	0	0	11	7	16	0	0	16	0	51	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_405	3	87	102	41	0	0	2	12	0	0	0	0	0	0	2	0	0	0	0	0	13	0	0	3	0	81	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	20	0	5	0	0	7	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	6	0	66	183	0	13	5	0	12	7	42	0	0
ASV_407	0	0	0	0	0	0	30	11	0	24	0	31	11	0	0	0	0	40	0	0	12	0	32	0	0	20	0	22	0	0	0	0	15	17	0	0	7	4	0	60	7	0	0	0	0	0	0	0	0	0	0	21	0	0	16	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_408	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	13	0	0	0	0	0	0	0	0	0	0	0	0	116	61	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_409	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	1	0	29	0	0	0	0	0	0	0	10	9	47	0	0	0	0	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	223	0	3	0	0	9	0	13	0	0
ASV_410	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	52	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	4	0	0	0	9	0	25	0	0	0	0	0	15	0	0	94	49	0	0	0	0	0	0	19	0	0	18	0	42
ASV_411	0	0	0	0	0	0	9	0	0	18	0	0	0	0	0	0	0	0	12	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	89	0	14	0	52	0	16	0	0	0	0	90	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_412	0	0	0	0	0	0	0	0	0	0	15	0	0	0	4	0	0	1	0	3	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	20	0	9	0	0	0	4	3	0	0	0	0	62	0	0	0	5	0	0	0	0	0	131	5	0	0	0	0	4	55	0	0
ASV_413	8	0	0	0	0	5	0	0	0	0	0	0	18	0	8	9	0	63	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	20	15	0	8	21	10	9	0	0	0	16	8	0	0	0	34	1	0	8	0	17	0	0	5	0	13	0	0	0	2	8	6	0	0	7	0	0	25	0	11
ASV_414	0	0	0	0	20	0	0	0	6	3	0	0	0	0	10	7	0	0	0	3	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	18	0	0	0	135	56	23	0	0	6	0	14	0	0	0	9	5	12	2	0	0	0	0	7	0	8	0	0	5	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
ASV_415	0	0	0	0	25	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	35	2	0	121	0	21	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	43	9	0	16	0	2	0	7	17	0	34	0	3
ASV_416	0	0	0	0	0	0	0	10	0	0	0	35	5	0	21	0	8	0	0	0	0	37	0	0	0	3	0	60	0	0	0	0	0	20	0	0	0	0	7	79	0	0	0	0	0	0	0	0	0	18	0	0	0	9	0	1	0	0	0	0	0	0	20	0	0	0	0	26	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	5	0	10	0	0	0	16	0	0	2	0	0	0	6	0	3	0	0	0	0	4	0	0	0	187	6	0	0	0	1	3	0	28	0	0
ASV_418	0	0	0	0	0	0	0	2	0	0	11	0	47	0	0	0	0	68	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11	38	43	17	9	0	0	0	0	0	0	0	0	0	0	9	0	63	0	0	0	2	32	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_419	25	35	195	78	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	16	0	0	0	0	0	10	0	0	0	0	0	0	0	0	111	0	21	11	5	0	0	0	0	6	55	3	2	0	0	3	0	6	0	2
ASV_421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	29	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0
ASV_423	0	0	0	0	0	0	0	0	0	0	0	0	58	0	23	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	16	0	0	0	0	46	0	8	0	0	56	0	0	0	0	0	0	0	12	0	19	0	0	0	0	15	0	2	0	0	0	0	0	0	0
ASV_424	19	63	61	50	0	37	0	7	0	4	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	9	0	9	0	0	0	0	15	2	0	0	0	6	0	0	0	0	0	0	0	0	23	0	0	10	0	0	0	7	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	168	35	24	53	0	0	0	0	16	0	18	0	0
ASV_426	1	30	25	36	18	24	59	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	7	10	0	10	0	0	0	0	15	0	0	0	3	0	0	15	0	0	0	27	17	0	17	17	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_427	0	0	0	4	9	0	0	0	0	3	0	0	0	0	7	12	0	9	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	46	35	0	0	16	0	5	9	0	16	6	15	0	20	0	0	0	0	8	0	21	0	0	3	0	0	17	13	0	0	26	0	0	0	0	12	2	34	0	0
ASV_428	0	0	0	0	0	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	18	191	0	0	0	0	28	0	0	0	43	0	9	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_429	0	0	0	0	0	0	0	12	0	8	0	85	0	0	0	22	0	0	0	0	52	0	0	0	0	17	0	6	0	0	0	0	11	16	0	0	0	13	0	92	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_430	0	12	0	6	0	0	0	81	0	0	0	26	0	0	0	0	2	0	0	8	40	23	0	4	31	25	0	10	0	0	0	0	35	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	1	0	0	0	2	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_431	0	0	0	0	0	0	102	0	0	10	0	0	0	41	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	45	0	12	0	0	0	0	0	10	0	0	0	0	0	6	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_432	0	0	0	0	0	0	1	0	0	25	0	0	0	0	0	20	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	6	0	0	8	0	0	3	0	0	41	15	0	14	0	79	0	20	0	0	0	0	0	0	10	0	18	0	0	15	0	6	0	15	0	0	31	0	0	0	0	0	0	4	0	0
ASV_433	0	25	0	72	0	0	7	0	3	0	0	36	5	0	21	0	24	0	0	33	0	15	0	4	8	24	0	9	0	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	13	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_434	0	0	0	0	0	0	108	0	0	0	162	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_435	0	46	19	42	0	29	25	7	4	26	0	27	0	0	4	29	0	0	0	0	0	0	0	0	0	58	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_436	0	0	0	0	0	0	0	0	0	0	0	0	52	0	1	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	87	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_437	0	0	0	0	0	4	73	0	7	17	0	48	0	0	0	0	0	0	0	2	11	5	10	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	5	7	0	0	0	0	0	0	22	0	0	0	0	47	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_438	0	0	0	0	0	0	23	12	0	11	7	92	0	28	0	11	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	19	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_439	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	15	0	10	0	0	4	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	36	0	0	11	6	25	6	29	0	0	2	3	0	0	18	11	25	17	8	16	0	0	6	7	4	2	13	0	0	0	0	0	0	28	0	0
ASV_440	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	28	0	0	0	0	8	0	0	0	0	5	0	19	31	0	13	0	0	0	0	0	92	0	0	0	0	0	0	0	2	0	0	68	0	0	8	0	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0
